experiment_id,dataset,num_gpus,strategy,model_name,dataset_fraction,batch_size,num_iterations,dim,n_layers,n_heads,total_time_s,training_time_s,dataset_size_bytes,success,error_msg,gpu_0_max_util_%,gpu_0_max_mem_mib,gpu_1_max_util_%,gpu_1_max_mem_mib
52,bookcorpus,2,DP,base,0.05,32,128,512,4,32,39.67212792024654,17.7392,4835329162.0,True,,97,5765,92.0,4681.0
53,bookcorpus,2,TP,base,0.05,32,128,512,4,32,61.09436013139303,19.3151,4835329162.0,True,,69,5638,86.0,5801.0
54,bookcorpus,2,DP,base,0.05,32,512,512,4,32,93.3866455103823,69.1756,4835329162.0,True,,76,5402,75.0,5147.0
55,bookcorpus,2,TP,base,0.05,32,512,512,4,32,140.97996855274968,83.3242,4835329162.0,True,,93,5461,89.0,5545.0
56,bookcorpus,2,DP,base,0.05,32,1024,512,4,32,178.90548769306602,165.5061,4835329162.0,True,,88,5287,89.0,5725.0
57,bookcorpus,2,TP,base,0.05,32,1024,512,4,32,194.94335893595547,170.9204,4835329162.0,True,,86,6377,105.0,6239.0
58,bookcorpus,2,DP,base,0.05,64,128,512,4,32,54.73828962568339,36.8887,4835329162.0,True,,86,10497,82.0,9300.0
59,bookcorpus,2,TP,base,0.05,64,128,512,4,32,83.23643025974805,36.2437,4835329162.0,True,,70,10796,91.0,9641.0
60,bookcorpus,2,DP,base,0.05,64,512,512,4,32,148.43560782256762,154.6802,4835329162.0,True,,113,8953,94.0,8341.0
61,bookcorpus,2,TP,base,0.05,64,512,512,4,32,160.18172632362052,123.5756,4835329162.0,True,,98,10620,108.0,7970.0
62,bookcorpus,2,DP,base,0.05,64,1024,512,4,32,246.44389484283684,305.7122,4835329162.0,True,,78,7637,86.0,9484.0
63,bookcorpus,2,TP,base,0.05,64,1024,512,4,32,296.9542908969861,250.7233,4835329162.0,True,,96,11427,97.0,10650.0
64,bookcorpus,2,DP,large,0.05,16,128,1028,8,64,67.69602063305703,50.7065,4835329162.0,True,,61,6495,84.0,6285.0
65,bookcorpus,2,TP,large,0.05,16,128,1028,8,64,82.10587147104192,41.6119,4835329162.0,True,,91,4969,90.0,4780.0
66,bookcorpus,2,DP,large,0.05,16,512,1028,8,64,231.60884628356717,172.1534,4835329162.0,True,,84,6948,92.0,7599.0
67,bookcorpus,2,TP,large,0.05,16,512,1028,8,64,175.94698092109505,144.9932,4835329162.0,True,,80,4721,90.0,5083.0
68,bookcorpus,2,DP,large,0.05,16,1024,1028,8,64,418.637579847323,348.8788,4835329162.0,True,,83,6521,71.0,7634.0
69,bookcorpus,2,TP,large,0.05,16,1024,1028,8,64,399.2482867115706,340.7339,4835329162.0,True,,93,5913,99.0,4539.0
70,bookcorpus,2,DP,large,0.05,32,128,1028,8,64,113.05824380161167,80.5516,4835329162.0,True,,80,12346,97.0,10329.0
71,bookcorpus,2,TP,large,0.05,32,128,1028,8,64,78.58258409346263,57.4157,4835329162.0,True,,64,8614,96.0,9114.0
72,bookcorpus,2,DP,large,0.05,32,512,1028,8,64,400.38556864505125,298.0809,4835329162.0,True,,88,10396,84.0,11005.0
73,bookcorpus,2,TP,large,0.05,32,512,1028,8,64,288.7250394070089,226.6101,4835329162.0,True,,91,8507,111.0,7792.0
74,bookcorpus,2,DP,large,0.05,32,1024,1028,8,64,704.2538100688902,748.9089,4835329162.0,True,,89,11922,74.0,11751.0
75,bookcorpus,2,TP,large,0.05,32,1024,1028,8,64,463.24472045692414,435.1716,4835329162.0,True,,88,9050,91.0,7896.0
76,bookcorpus,2,DP,large,0.05,64,128,1028,8,64,211.6692067765909,143.6783,4835329162.0,True,,82,16440,77.0,21033.0
77,bookcorpus,2,TP,large,0.05,64,128,1028,8,64,156.7629193767882,105.0304,4835329162.0,True,,102,16060,93.0,16931.0
78,bookcorpus,2,DP,large,0.05,64,512,1028,8,64,656.0908758881723,569.4208,4835329162.0,True,,89,20846,90.0,18998.0
79,bookcorpus,2,TP,large,0.05,64,512,1028,8,64,508.18213557144014,335.9491,4835329162.0,True,,100,17320,106.0,14831.0
80,bookcorpus,2,DP,large,0.05,64,1024,1028,8,64,1203.3388455842203,1173.5261,4835329162.0,True,,90,20524,95.0,19342.0
81,bookcorpus,2,TP,large,0.05,64,1024,1028,8,64,916.0494651468164,855.4029,4835329162.0,True,,84,17125,79.0,15683.0
82,pg19,1,SingleGPU,small,0.02,16,128,256,2,16,184.59308500347552,4.4166,11511573599.0,True,,90,1533,,
83,pg19,1,SingleGPU,small,0.02,16,512,256,2,16,21.369154036886965,12.3704,11511573599.0,True,,91,2347,,
84,pg19,1,SingleGPU,small,0.02,16,1024,256,2,16,36.03829695871336,24.1207,11511573599.0,True,,86,2108,,
85,pg19,1,SingleGPU,small,0.02,32,128,256,2,16,13.61920586066979,6.2254,11511573599.0,True,,89,3324,,
86,pg19,1,SingleGPU,small,0.02,32,512,256,2,16,30.970181042256694,19.3955,11511573599.0,True,,99,2895,,
87,pg19,1,SingleGPU,small,0.02,32,1024,256,2,16,44.07782616186372,43.4709,11511573599.0,True,,82,3387,,
88,pg19,1,SingleGPU,small,0.02,64,128,256,2,16,19.655262813262333,11.1317,11511573599.0,True,,92,9766,,
89,pg19,1,SingleGPU,small,0.02,64,512,256,2,16,57.38186165645572,39.8672,11511573599.0,True,,80,8425,,
90,pg19,1,SingleGPU,small,0.02,64,1024,256,2,16,97.74185840016497,94.5331,11511573599.0,True,,90,7110,,
91,pg19,1,SingleGPU,base,0.02,16,128,512,4,32,17.138659445705464,7.9733,11511573599.0,True,,108,2279,,
92,pg19,1,SingleGPU,base,0.02,16,512,512,4,32,44.57078268753838,33.6993,11511573599.0,True,,80,3163,,
93,pg19,1,SingleGPU,base,0.02,16,1024,512,4,32,81.42994022045298,71.2081,11511573599.0,True,,90,2834,,
94,pg19,1,SingleGPU,base,0.02,32,128,512,4,32,21.829497252826993,16.5449,11511573599.0,True,,95,4131,,
95,pg19,1,SingleGPU,base,0.02,32,512,512,4,32,75.92370709750723,60.3148,11511573599.0,True,,84,4381,,
96,pg19,1,SingleGPU,base,0.02,32,1024,512,4,32,138.95214924047514,114.9091,11511573599.0,True,,93,4199,,
97,pg19,1,SingleGPU,base,0.02,64,128,512,4,32,43.999221877882206,30.1623,11511573599.0,True,,87,9288,,
98,pg19,1,SingleGPU,base,0.02,64,512,512,4,32,139.52738847897754,104.052,11511573599.0,True,,72,9998,,
99,pg19,1,SingleGPU,base,0.02,64,1024,512,4,32,267.781058766906,240.5504,11511573599.0,True,,79,11217,,
100,pg19,1,SingleGPU,large,0.02,16,128,1028,8,64,54.99802481134893,44.0082,11511573599.0,True,,94,5853,,
101,pg19,1,SingleGPU,large,0.02,16,512,1028,8,64,153.30075629409407,174.0851,11511573599.0,True,,82,6931,,
102,pg19,1,SingleGPU,large,0.02,16,1024,1028,8,64,318.32112029921564,302.1368,11511573599.0,True,,87,7269,,
103,pg19,1,SingleGPU,large,0.02,32,128,1028,8,64,73.91264015531054,76.6928,11511573599.0,True,,92,9651,,
104,pg19,1,SingleGPU,large,0.02,32,512,1028,8,64,307.4243534719244,260.264,11511573599.0,True,,93,10386,,
105,pg19,1,SingleGPU,large,0.02,32,1024,1028,8,64,588.9017659109808,620.0523,11511573599.0,True,,85,11546,,
106,pg19,1,SingleGPU,large,0.02,64,128,1028,8,64,169.58540353826203,140.3831,11511573599.0,True,,93,16323,,
107,pg19,1,SingleGPU,large,0.02,64,512,1028,8,64,613.3270572144822,529.4808,11511573599.0,True,,108,22409,,
108,pg19,1,SingleGPU,large,0.02,64,1024,1028,8,64,1277.6149254607135,998.9935,11511573599.0,True,,95,17754,,
109,pg19,2,DP,small,0.02,16,128,256,2,16,531.9752741453252,10.1572,11511573599.0,True,,82,2148,86.0,2094.0
110,pg19,2,TP,small,0.02,16,128,256,2,16,359.5726949867094,20.7627,11511573599.0,True,,81,2616,90.0,3183.0
111,pg19,2,DP,small,0.02,16,512,256,2,16,39.996638326098754,19.5836,11511573599.0,True,,81,2457,84.0,2140.0
112,pg19,2,TP,small,0.02,16,512,256,2,16,57.8636960712957,40.0907,11511573599.0,True,,83,2944,76.0,2201.0
113,pg19,2,DP,small,0.02,16,1024,256,2,16,47.69744443598911,34.3114,11511573599.0,True,,77,2457,84.0,2100.0
114,pg19,2,TP,small,0.02,16,1024,256,2,16,102.46545225238769,85.2071,11511573599.0,True,,44,2640,95.0,2890.0
115,pg19,2,DP,small,0.02,32,128,256,2,16,22.678223079373605,8.3291,11511573599.0,True,,76,3533,88.0,3661.0
116,pg19,2,TP,small,0.02,32,128,256,2,16,28.56300616537262,11.2305,11511573599.0,True,,68,4122,100.0,4652.0
117,pg19,2,DP,small,0.02,32,512,256,2,16,43.84256408138689,25.4111,11511573599.0,True,,97,4004,88.0,4201.0
118,pg19,2,TP,small,0.02,32,512,256,2,16,55.62173880118028,47.4108,11511573599.0,True,,70,5386,76.0,5400.0
119,pg19,2,DP,small,0.02,32,1024,256,2,16,69.21242198420225,57.5575,11511573599.0,True,,89,3295,86.0,3871.0
120,pg19,2,TP,small,0.02,32,1024,256,2,16,111.73904945358039,90.8426,11511573599.0,True,,78,4727,72.0,4445.0
121,pg19,2,DP,small,0.02,64,128,256,2,16,24.11623861873402,11.4688,11511573599.0,True,,90,5403,70.0,7390.0
122,pg19,2,TP,small,0.02,64,128,256,2,16,30.027153618651802,18.3058,11511573599.0,True,,83,9738,94.0,9928.0
123,pg19,2,DP,small,0.02,64,512,256,2,16,50.518614084959495,46.1956,11511573599.0,True,,89,4965,88.0,7244.0
124,pg19,2,TP,small,0.02,64,512,256,2,16,80.26454784578522,61.8026,11511573599.0,True,,92,8653,107.0,6550.0
125,pg19,2,DP,small,0.02,64,1024,256,2,16,85.83111272777495,88.4648,11511573599.0,True,,94,6360,82.0,6450.0
126,pg19,2,TP,small,0.02,64,1024,256,2,16,163.68175755112225,137.1576,11511573599.0,True,,72,8103,87.0,7684.0
127,pg19,2,DP,base,0.02,16,128,512,4,32,29.31847050834296,11.3789,11511573599.0,True,,82,3331,71.0,3367.0
128,pg19,2,TP,base,0.02,16,128,512,4,32,36.925607725504086,20.7598,11511573599.0,True,,74,3526,70.0,2696.0
129,pg19,2,DP,base,0.02,16,512,512,4,32,62.59995484233605,41.0527,11511573599.0,True,,87,3149,92.0,3377.0
130,pg19,2,TP,base,0.02,16,512,512,4,32,101.57598271435769,86.1852,11511573599.0,True,,86,2882,87.0,3022.0
131,pg19,2,DP,base,0.02,16,1024,512,4,32,111.26030125109514,77.7037,11511573599.0,True,,98,4207,107.0,3359.0
132,pg19,2,TP,base,0.02,16,1024,512,4,32,158.2153353071706,166.6467,11511573599.0,True,,53,3324,81.0,2664.0
133,pg19,2,DP,base,0.02,32,128,512,4,32,36.018980193008986,19.376,11511573599.0,True,,79,6532,79.0,4473.0
134,pg19,2,TP,base,0.02,32,128,512,4,32,39.997798030371214,22.3615,11511573599.0,True,,80,6470,84.0,5307.0
135,pg19,2,DP,base,0.02,32,512,512,4,32,84.05957181143313,73.7269,11511573599.0,True,,90,5557,84.0,6134.0
136,pg19,2,TP,base,0.02,32,512,512,4,32,99.03711660729482,81.7466,11511573599.0,True,,95,6599,90.0,5552.0
137,pg19,2,DP,base,0.02,32,1024,512,4,32,171.72927028233306,143.8297,11511573599.0,True,,91,6605,93.0,5196.0
138,pg19,2,TP,base,0.02,32,1024,512,4,32,164.38440309384382,150.9599,11511573599.0,True,,97,5693,83.0,4897.0
139,pg19,2,DP,base,0.02,64,128,512,4,32,36.761186165559735,32.1016,11511573599.0,True,,106,8590,96.0,9777.0
140,pg19,2,TP,base,0.02,64,128,512,4,32,53.84040348349186,34.2236,11511573599.0,True,,94,11198,88.0,11890.0
141,pg19,2,DP,base,0.02,64,512,512,4,32,146.8527425673548,108.5747,11511573599.0,True,,89,8832,105.0,10084.0
142,pg19,2,TP,base,0.02,64,512,512,4,32,157.87474713078794,127.5672,11511573599.0,True,,93,11856,98.0,9308.0
143,pg19,2,DP,base,0.02,64,1024,512,4,32,278.4361699694417,268.5748,11511573599.0,True,,85,8848,94.0,9359.0
144,pg19,2,TP,base,0.02,64,1024,512,4,32,273.82032570508954,272.9615,11511573599.0,True,,85,10273,98.0,11326.0
145,pg19,2,DP,large,0.02,16,128,1028,8,64,75.00752762650853,49.3628,11511573599.0,True,,85,7458,80.0,7798.0
146,pg19,2,TP,large,0.02,16,128,1028,8,64,61.53306302421832,40.5233,11511573599.0,True,,99,4562,93.0,4545.0
147,pg19,2,DP,large,0.02,16,512,1028,8,64,238.807810899105,177.0793,11511573599.0,True,,103,7092,109.0,6529.0
148,pg19,2,TP,large,0.02,16,512,1028,8,64,164.48146212610135,141.0695,11511573599.0,True,,85,4316,98.0,5223.0
149,pg19,2,DP,large,0.02,16,1024,1028,8,64,413.23282789768234,328.8619,11511573599.0,True,,95,7595,91.0,7150.0
150,pg19,2,TP,large,0.02,16,1024,1028,8,64,294.32204923393397,274.7133,11511573599.0,True,,90,4374,99.0,5221.0
151,pg19,2,DP,large,0.02,32,128,1028,8,64,125.02014016961245,84.3365,11511573599.0,True,,94,10624,79.0,11453.0
152,pg19,2,TP,large,0.02,32,128,1028,8,64,74.03130674702464,58.5458,11511573599.0,True,,92,6709,112.0,8862.0
153,pg19,2,DP,large,0.02,32,512,1028,8,64,336.6580221178127,391.3566,11511573599.0,True,,96,12349,59.0,12663.0
154,pg19,2,TP,large,0.02,32,512,1028,8,64,252.07948549417358,207.8162,11511573599.0,True,,88,7335,80.0,9085.0
155,pg19,2,DP,large,0.02,32,1024,1028,8,64,728.127067966183,721.3234,11511573599.0,True,,95,10667,95.0,11884.0
156,pg19,2,TP,large,0.02,32,1024,1028,8,64,528.9087075613456,564.9981,11511573599.0,True,,80,7193,81.0,8439.0
157,pg19,2,DP,large,0.02,64,128,1028,8,64,168.21952058950663,142.8552,11511573599.0,True,,112,20904,89.0,15497.0
158,pg19,2,TP,large,0.02,64,128,1028,8,64,128.64100305012582,97.0408,11511573599.0,True,,68,17520,88.0,16684.0
159,pg19,2,DP,large,0.02,64,512,1028,8,64,513.0761566131725,489.3756,11511573599.0,True,,78,19338,86.0,20279.0
160,pg19,2,TP,large,0.02,64,512,1028,8,64,463.62747898541755,425.9107,11511573599.0,True,,76,14567,71.0,15803.0
161,pg19,2,DP,large,0.02,64,1024,1028,8,64,1101.8490094723668,1252.9158,11511573599.0,True,,88,16003,86.0,18643.0
162,pg19,2,TP,large,0.02,64,1024,1028,8,64,856.8290548316478,871.0451,11511573599.0,True,,91,19116,92.0,14582.0
163,wiki40b,1,SingleGPU,small,0.02,16,128,256,2,16,116.67672665859781,4.3601,10473052983.0,True,,82,2131,,
164,wiki40b,1,SingleGPU,small,0.02,16,512,256,2,16,24.107684983336522,13.09,10473052983.0,True,,82,1813,,
165,wiki40b,1,SingleGPU,small,0.02,16,1024,256,2,16,37.2532491167637,23.9781,10473052983.0,True,,85,1919,,
166,wiki40b,1,SingleGPU,small,0.02,32,128,256,2,16,16.035430270414576,6.1344,10473052983.0,True,,98,4347,,
167,wiki40b,1,SingleGPU,small,0.02,32,512,256,2,16,33.07975434684916,20.8203,10473052983.0,True,,110,3895,,
168,wiki40b,1,SingleGPU,small,0.02,32,1024,256,2,16,55.73083049829569,49.9117,10473052983.0,True,,79,4074,,
169,wiki40b,1,SingleGPU,small,0.02,64,128,256,2,16,25.317534561745322,11.5678,10473052983.0,True,,95,5704,,
170,wiki40b,1,SingleGPU,small,0.02,64,512,256,2,16,45.64420343499933,39.1444,10473052983.0,True,,83,6479,,
171,wiki40b,1,SingleGPU,small,0.02,64,1024,256,2,16,98.233555961088,82.2522,10473052983.0,True,,98,5419,,
172,wiki40b,1,SingleGPU,base,0.02,16,128,512,4,32,21.55095772617621,9.3467,10473052983.0,True,,81,2505,,
173,wiki40b,1,SingleGPU,base,0.02,16,512,512,4,32,43.56297754243398,32.4502,10473052983.0,True,,102,2997,,
174,wiki40b,1,SingleGPU,base,0.02,16,1024,512,4,32,82.71046070291797,79.2068,10473052983.0,True,,94,2716,,
175,wiki40b,1,SingleGPU,base,0.02,32,128,512,4,32,26.577856509841535,14.0912,10473052983.0,True,,92,4924,,
176,wiki40b,1,SingleGPU,base,0.02,32,512,512,4,32,83.95304215035517,66.9318,10473052983.0,True,,100,3789,,
177,wiki40b,1,SingleGPU,base,0.02,32,1024,512,4,32,152.93795912262038,143.6052,10473052983.0,True,,85,4499,,
178,wiki40b,1,SingleGPU,base,0.02,64,128,512,4,32,49.32595980261968,31.2669,10473052983.0,True,,93,8907,,
179,wiki40b,1,SingleGPU,base,0.02,64,512,512,4,32,144.5916219997878,119.7826,10473052983.0,True,,91,8001,,
180,wiki40b,1,SingleGPU,base,0.02,64,1024,512,4,32,271.3651060365728,256.608,10473052983.0,True,,99,8529,,
181,wiki40b,1,SingleGPU,large,0.02,16,128,1028,8,64,53.81901062666108,38.8238,10473052983.0,True,,89,6944,,
182,wiki40b,1,SingleGPU,large,0.02,16,512,1028,8,64,152.28822548717145,142.1326,10473052983.0,True,,98,6455,,
183,wiki40b,1,SingleGPU,large,0.02,16,1024,1028,8,64,352.7930958353167,340.1889,10473052983.0,True,,101,6429,,
184,wiki40b,1,SingleGPU,large,0.02,32,128,1028,8,64,103.27492528259206,71.9036,10473052983.0,True,,82,8961,,
185,wiki40b,1,SingleGPU,large,0.02,32,512,1028,8,64,299.987975170279,307.2832,10473052983.0,True,,87,10280,,
186,wiki40b,1,SingleGPU,large,0.02,32,1024,1028,8,64,634.0883788693002,587.0939,10473052983.0,True,,87,11339,,
187,wiki40b,1,SingleGPU,large,0.02,64,128,1028,8,64,147.22880227074012,137.6676,10473052983.0,True,,123,18213,,
188,wiki40b,1,SingleGPU,large,0.02,64,512,1028,8,64,662.8948464447169,623.7173,10473052983.0,True,,96,16052,,
189,wiki40b,1,SingleGPU,large,0.02,64,1024,1028,8,64,1312.7355593745567,1202.7737,10473052983.0,True,,102,19106,,
190,wiki40b,2,DP,small,0.02,16,128,256,2,16,191.23183040488607,5.0534,10473052983.0,True,,83,1842,98.0,2526.0
191,wiki40b,2,TP,small,0.02,16,128,256,2,16,200.94312220064865,14.3324,10473052983.0,True,,37,2431,85.0,2860.0
192,wiki40b,2,DP,small,0.02,16,512,256,2,16,31.98111034128145,16.7062,10473052983.0,True,,74,2026,85.0,2021.0
193,wiki40b,2,TP,small,0.02,16,512,256,2,16,71.10410140486483,46.2543,10473052983.0,True,,87,2773,85.0,2536.0
194,wiki40b,2,DP,small,0.02,16,1024,256,2,16,51.84264111593331,30.0617,10473052983.0,True,,85,1970,74.0,2830.0
195,wiki40b,2,TP,small,0.02,16,1024,256,2,16,104.08643235752982,91.1183,10473052983.0,True,,58,3094,93.0,2446.0
196,wiki40b,2,DP,small,0.02,32,128,256,2,16,26.644622627399922,8.7095,10473052983.0,True,,89,3894,76.0,4391.0
197,wiki40b,2,TP,small,0.02,32,128,256,2,16,35.3272487697763,12.0864,10473052983.0,True,,77,4713,79.0,4150.0
198,wiki40b,2,DP,small,0.02,32,512,256,2,16,47.775865123421625,27.4613,10473052983.0,True,,82,3196,93.0,3556.0
199,wiki40b,2,TP,small,0.02,32,512,256,2,16,60.094934462888375,48.0183,10473052983.0,True,,84,4708,75.0,5403.0
200,wiki40b,2,DP,small,0.02,32,1024,256,2,16,78.36389358633261,52.8143,10473052983.0,True,,89,3718,93.0,3880.0
201,wiki40b,2,TP,small,0.02,32,1024,256,2,16,109.90767445209984,83.6281,10473052983.0,True,,74,4873,72.0,3877.0
202,wiki40b,2,DP,small,0.02,64,128,256,2,16,28.760130887573805,14.4529,10473052983.0,True,,77,6915,78.0,6795.0
203,wiki40b,2,TP,small,0.02,64,128,256,2,16,40.803957794584356,21.4358,10473052983.0,True,,66,8514,80.0,9303.0
204,wiki40b,2,DP,small,0.02,64,512,256,2,16,67.96517709389082,48.099,10473052983.0,True,,82,5656,84.0,6463.0
205,wiki40b,2,TP,small,0.02,64,512,256,2,16,93.41272933982334,71.5344,10473052983.0,True,,100,9488,85.0,9402.0
206,wiki40b,2,DP,small,0.02,64,1024,256,2,16,114.76161566785962,88.3101,10473052983.0,True,,85,5845,75.0,7268.0
207,wiki40b,2,TP,small,0.02,64,1024,256,2,16,171.319940626997,140.2694,10473052983.0,True,,75,8184,103.0,10731.0
208,wiki40b,2,DP,base,0.02,16,128,512,4,32,33.12236417560644,13.0124,10473052983.0,True,,84,2923,90.0,3548.0
209,wiki40b,2,TP,base,0.02,16,128,512,4,32,40.896229280305676,22.196,10473052983.0,True,,88,2996,48.0,3188.0
210,wiki40b,2,DP,base,0.02,16,512,512,4,32,59.63942679378816,38.6467,10473052983.0,True,,82,3040,100.0,3531.0
