experiment_id,dataset,num_gpus,strategy,model_name,dataset_fraction,batch_size,num_iterations,dim,n_layers,n_heads,total_time_s,training_time_s,dataset_size_bytes,success,error_msg,gpu_0_max_util_%,gpu_0_max_mem_mib,gpu_1_max_util_%,gpu_1_max_mem_mib
53,bookcorpus,2,TP,base,0.05,32,128,512,4,32,64.78978121191956,19.4976,4835329162.0,True,,62,4819,81.0,5102.0
54,bookcorpus,2,DP,base,0.05,32,512,512,4,32,91.05122135839196,77.5075,4835329162.0,True,,80,5095,89.0,5540.0
55,bookcorpus,2,TP,base,0.05,32,512,512,4,32,121.12409865624124,85.9744,4835329162.0,True,,89,5962,94.0,4983.0
56,bookcorpus,2,DP,base,0.05,32,1024,512,4,32,171.57061713679366,146.1583,4835329162.0,True,,79,4119,88.0,5157.0
57,bookcorpus,2,TP,base,0.05,32,1024,512,4,32,209.6596477992559,164.3592,4835329162.0,True,,96,5707,71.0,6003.0
58,bookcorpus,2,DP,base,0.05,64,128,512,4,32,51.388153466736,37.761,4835329162.0,True,,92,8731,83.0,8885.0
59,bookcorpus,2,TP,base,0.05,64,128,512,4,32,81.81247850075346,32.4024,4835329162.0,True,,101,11411,75.0,11857.0
60,bookcorpus,2,DP,base,0.05,64,512,512,4,32,150.364428159999,139.9234,4835329162.0,True,,115,9574,72.0,9549.0
61,bookcorpus,2,TP,base,0.05,64,512,512,4,32,169.86427184846247,125.9233,4835329162.0,True,,95,9646,79.0,10524.0
62,bookcorpus,2,DP,base,0.05,64,1024,512,4,32,309.63626580830567,263.9015,4835329162.0,True,,91,8586,97.0,10197.0
63,bookcorpus,2,TP,base,0.05,64,1024,512,4,32,299.53791336437195,246.8926,4835329162.0,True,,101,10304,97.0,9918.0
64,bookcorpus,2,DP,large,0.05,16,128,1028,8,64,68.17463470920842,48.1198,4835329162.0,True,,74,6833,89.0,6169.0
65,bookcorpus,2,TP,large,0.05,16,128,1028,8,64,82.60891301653118,39.5032,4835329162.0,True,,100,4891,92.0,5299.0
66,bookcorpus,2,DP,large,0.05,16,512,1028,8,64,201.981921489755,203.2047,4835329162.0,True,,95,5822,88.0,6091.0
67,bookcorpus,2,TP,large,0.05,16,512,1028,8,64,205.35087004842734,148.2881,4835329162.0,True,,82,5219,73.0,4956.0
68,bookcorpus,2,DP,large,0.05,16,1024,1028,8,64,414.86043950917406,380.7604,4835329162.0,True,,95,7938,84.0,6773.0
69,bookcorpus,2,TP,large,0.05,16,1024,1028,8,64,386.29998194508977,286.2719,4835329162.0,True,,82,4649,88.0,4970.0
70,bookcorpus,2,DP,large,0.05,32,128,1028,8,64,118.30541591164831,79.746,4835329162.0,True,,93,10320,87.0,9432.0
71,bookcorpus,2,TP,large,0.05,32,128,1028,8,64,93.50285631720533,55.475,4835329162.0,True,,100,8293,97.0,7517.0
72,bookcorpus,2,DP,large,0.05,32,512,1028,8,64,337.616446896292,306.6325,4835329162.0,True,,79,10264,85.0,14304.0
73,bookcorpus,2,TP,large,0.05,32,512,1028,8,64,233.89833594532607,225.7474,4835329162.0,True,,93,6144,95.0,8853.0
74,bookcorpus,2,DP,large,0.05,32,1024,1028,8,64,682.0822100201981,711.753,4835329162.0,True,,103,9861,81.0,10312.0
75,bookcorpus,2,TP,large,0.05,32,1024,1028,8,64,480.2896792664911,428.9849,4835329162.0,True,,92,9146,89.0,8433.0
76,bookcorpus,2,DP,large,0.05,64,128,1028,8,64,196.55460408084508,162.2387,4835329162.0,True,,90,16434,89.0,20798.0
77,bookcorpus,2,TP,large,0.05,64,128,1028,8,64,148.5487345889917,104.5162,4835329162.0,True,,98,15566,81.0,16600.0
78,bookcorpus,2,DP,large,0.05,64,512,1028,8,64,638.4604911301324,570.3103,4835329162.0,True,,91,13530,93.0,17196.0
79,bookcorpus,2,TP,large,0.05,64,512,1028,8,64,460.3864119758209,459.4252,4835329162.0,True,,98,16598,98.0,13911.0
80,bookcorpus,2,DP,large,0.05,64,1024,1028,8,64,1322.3993498801428,1269.5454,4835329162.0,True,,87,22579,90.0,18430.0
81,bookcorpus,2,TP,large,0.05,64,1024,1028,8,64,759.7242414074977,738.2441,4835329162.0,True,,76,16010,76.0,12200.0
82,pg19,1,SingleGPU,small,0.02,16,128,256,2,16,185.26636881862893,4.5508,11511573599.0,True,,92,2186,,
83,pg19,1,SingleGPU,small,0.02,16,512,256,2,16,23.463651747609024,13.1439,11511573599.0,True,,79,1685,,
84,pg19,1,SingleGPU,small,0.02,16,1024,256,2,16,34.92806579851607,25.2275,11511573599.0,True,,88,1533,,
85,pg19,1,SingleGPU,small,0.02,32,128,256,2,16,13.756487893359992,6.1877,11511573599.0,True,,78,3561,,
86,pg19,1,SingleGPU,small,0.02,32,512,256,2,16,30.39649696333141,20.5576,11511573599.0,True,,81,3739,,
87,pg19,1,SingleGPU,small,0.02,32,1024,256,2,16,55.90008078475259,44.239,11511573599.0,True,,71,3891,,
88,pg19,1,SingleGPU,small,0.02,64,128,256,2,16,18.839715528989068,10.7135,11511573599.0,True,,91,8552,,
89,pg19,1,SingleGPU,small,0.02,64,512,256,2,16,54.84544848106662,49.4256,11511573599.0,True,,92,7599,,
90,pg19,1,SingleGPU,small,0.02,64,1024,256,2,16,75.5429061099158,93.5018,11511573599.0,True,,88,8366,,
91,pg19,1,SingleGPU,base,0.02,16,128,512,4,32,19.90024756390079,8.3079,11511573599.0,True,,91,2609,,
92,pg19,1,SingleGPU,base,0.02,16,512,512,4,32,43.1961216848666,34.4098,11511573599.0,True,,106,3053,,
93,pg19,1,SingleGPU,base,0.02,16,1024,512,4,32,76.22280951992587,75.324,11511573599.0,True,,68,2420,,
94,pg19,1,SingleGPU,base,0.02,32,128,512,4,32,24.730096595357026,16.1045,11511573599.0,True,,90,3674,,
95,pg19,1,SingleGPU,base,0.02,32,512,512,4,32,74.68112772916744,66.0852,11511573599.0,True,,99,5051,,
96,pg19,1,SingleGPU,base,0.02,32,1024,512,4,32,138.597351287567,146.2063,11511573599.0,True,,79,4651,,
97,pg19,1,SingleGPU,base,0.02,64,128,512,4,32,45.86062478395405,30.954,11511573599.0,True,,113,10097,,
98,pg19,1,SingleGPU,base,0.02,64,512,512,4,32,148.6489015657762,129.2496,11511573599.0,True,,89,10304,,
99,pg19,1,SingleGPU,base,0.02,64,1024,512,4,32,252.1367596554391,266.6823,11511573599.0,True,,92,10293,,
100,pg19,1,SingleGPU,large,0.02,16,128,1028,8,64,47.80789574309559,47.5935,11511573599.0,True,,99,6488,,
101,pg19,1,SingleGPU,large,0.02,16,512,1028,8,64,147.59059193517896,148.1765,11511573599.0,True,,108,7416,,
102,pg19,1,SingleGPU,large,0.02,16,1024,1028,8,64,370.55934737260793,304.4964,11511573599.0,True,,86,6160,,
103,pg19,1,SingleGPU,large,0.02,32,128,1028,8,64,93.23168789822144,72.7129,11511573599.0,True,,101,8620,,
104,pg19,1,SingleGPU,large,0.02,32,512,1028,8,64,377.5563286451259,276.8763,11511573599.0,True,,83,9671,,
105,pg19,1,SingleGPU,large,0.02,32,1024,1028,8,64,630.8680143408039,592.7811,11511573599.0,True,,75,10634,,
106,pg19,1,SingleGPU,large,0.02,64,128,1028,8,64,154.39935056031268,145.2693,11511573599.0,True,,92,14799,,
107,pg19,1,SingleGPU,large,0.02,64,512,1028,8,64,572.601574051762,602.0248,11511573599.0,True,,87,17752,,
108,pg19,1,SingleGPU,large,0.02,64,1024,1028,8,64,1246.8296419057865,1158.6635,11511573599.0,True,,69,19004,,
109,pg19,2,DP,small,0.02,16,128,256,2,16,489.40304242283173,10.0386,11511573599.0,True,,96,2614,89.0,2231.0
110,pg19,2,TP,small,0.02,16,128,256,2,16,520.6626179048858,20.5451,11511573599.0,True,,91,2969,88.0,2430.0
111,pg19,2,DP,small,0.02,16,512,256,2,16,40.55634234220279,17.6707,11511573599.0,True,,99,2914,93.0,2572.0
112,pg19,2,TP,small,0.02,16,512,256,2,16,53.02324791105695,48.0853,11511573599.0,True,,74,2781,80.0,2305.0
113,pg19,2,DP,small,0.02,16,1024,256,2,16,52.59527937369265,32.9633,11511573599.0,True,,104,2467,76.0,2340.0
114,pg19,2,TP,small,0.02,16,1024,256,2,16,106.15440103830855,94.445,11511573599.0,True,,46,3034,115.0,2690.0
115,pg19,2,DP,small,0.02,32,128,256,2,16,22.41397197353734,7.281,11511573599.0,True,,74,3594,105.0,4136.0
116,pg19,2,TP,small,0.02,32,128,256,2,16,25.007303896593594,15.5673,11511573599.0,True,,98,5145,81.0,4718.0
117,pg19,2,DP,small,0.02,32,512,256,2,16,42.70131045039757,30.254,11511573599.0,True,,85,3112,99.0,3249.0
118,pg19,2,TP,small,0.02,32,512,256,2,16,60.466953809114216,47.9961,11511573599.0,True,,87,4465,83.0,5288.0
119,pg19,2,DP,small,0.02,32,1024,256,2,16,62.8778142034203,51.7441,11511573599.0,True,,97,3288,78.0,3965.0
120,pg19,2,TP,small,0.02,32,1024,256,2,16,115.46965020159779,82.7244,11511573599.0,True,,90,4977,107.0,5566.0
121,pg19,2,DP,small,0.02,64,128,256,2,16,25.603262963627298,12.1892,11511573599.0,True,,94,6440,84.0,7862.0
122,pg19,2,TP,small,0.02,64,128,256,2,16,32.469499445856776,17.2093,11511573599.0,True,,76,9294,80.0,9713.0
123,pg19,2,DP,small,0.02,64,512,256,2,16,59.52099359737683,38.0788,11511573599.0,True,,80,7200,89.0,6474.0
124,pg19,2,TP,small,0.02,64,512,256,2,16,92.97542666499628,63.9177,11511573599.0,True,,89,10239,88.0,8463.0
125,pg19,2,DP,small,0.02,64,1024,256,2,16,111.66087994127585,93.7706,11511573599.0,True,,88,7184,75.0,7214.0
126,pg19,2,TP,small,0.02,64,1024,256,2,16,161.501000316227,143.8382,11511573599.0,True,,85,10294,70.0,7726.0
127,pg19,2,DP,base,0.02,16,128,512,4,32,25.92054038878268,11.9478,11511573599.0,True,,77,3587,95.0,3495.0
128,pg19,2,TP,base,0.02,16,128,512,4,32,34.02071987762635,21.3936,11511573599.0,True,,78,3393,80.0,3060.0
129,pg19,2,DP,base,0.02,16,512,512,4,32,57.538164080756204,43.1574,11511573599.0,True,,106,3254,113.0,4010.0
130,pg19,2,TP,base,0.02,16,512,512,4,32,58.54537917090425,77.6052,11511573599.0,True,,89,3130,92.0,3189.0
131,pg19,2,DP,base,0.02,16,1024,512,4,32,85.99055116695183,78.7849,11511573599.0,True,,105,3585,74.0,3636.0
132,pg19,2,TP,base,0.02,16,1024,512,4,32,169.0211627148023,149.6931,11511573599.0,True,,56,2869,85.0,3179.0
133,pg19,2,DP,base,0.02,32,128,512,4,32,37.0566238054552,16.0875,11511573599.0,True,,95,6223,91.0,5440.0
134,pg19,2,TP,base,0.02,32,128,512,4,32,38.85793413874248,21.1087,11511573599.0,True,,101,5873,109.0,4984.0
135,pg19,2,DP,base,0.02,32,512,512,4,32,100.63878045587678,77.7508,11511573599.0,True,,81,5678,81.0,6210.0
136,pg19,2,TP,base,0.02,32,512,512,4,32,109.32326448991387,84.6522,11511573599.0,True,,95,5219,68.0,5672.0
137,pg19,2,DP,base,0.02,32,1024,512,4,32,134.5742514716682,128.7162,11511573599.0,True,,80,6045,79.0,4952.0
138,pg19,2,TP,base,0.02,32,1024,512,4,32,153.9061420666708,168.8484,11511573599.0,True,,89,5479,67.0,4653.0
139,pg19,2,DP,base,0.02,64,128,512,4,32,46.35794258833065,30.5717,11511573599.0,True,,108,9835,102.0,9726.0
140,pg19,2,TP,base,0.02,64,128,512,4,32,49.91574021780949,34.0223,11511573599.0,True,,82,11338,85.0,9382.0
141,pg19,2,DP,base,0.02,64,512,512,4,32,155.8243361969659,109.4361,11511573599.0,True,,83,9136,94.0,10053.0
142,pg19,2,TP,base,0.02,64,512,512,4,32,127.88800928408092,112.2484,11511573599.0,True,,77,10420,92.0,9244.0
143,pg19,2,DP,base,0.02,64,1024,512,4,32,246.99764347069078,197.4254,11511573599.0,True,,100,8361,95.0,8926.0
144,pg19,2,TP,base,0.02,64,1024,512,4,32,203.43682212805143,252.4273,11511573599.0,True,,91,11775,91.0,10502.0
145,pg19,2,DP,large,0.02,16,128,1028,8,64,69.80032955297939,46.5507,11511573599.0,True,,98,7604,105.0,6137.0
146,pg19,2,TP,large,0.02,16,128,1028,8,64,57.27780082686977,39.6138,11511573599.0,True,,85,5819,85.0,5022.0
147,pg19,2,DP,large,0.02,16,512,1028,8,64,227.81367373474075,193.9407,11511573599.0,True,,85,6858,88.0,7976.0
148,pg19,2,TP,large,0.02,16,512,1028,8,64,165.76529018116423,145.0233,11511573599.0,True,,87,4112,93.0,4417.0
149,pg19,2,DP,large,0.02,16,1024,1028,8,64,351.94595578123904,388.2854,11511573599.0,True,,88,6512,90.0,6100.0
150,pg19,2,TP,large,0.02,16,1024,1028,8,64,342.55883710462854,270.1259,11511573599.0,True,,95,3850,102.0,5022.0
151,pg19,2,DP,large,0.02,32,128,1028,8,64,100.5831431158093,90.6436,11511573599.0,True,,104,11172,114.0,10657.0
152,pg19,2,TP,large,0.02,32,128,1028,8,64,68.41140415511784,60.6166,11511573599.0,True,,85,8601,80.0,9020.0
153,pg19,2,DP,large,0.02,32,512,1028,8,64,354.9238504983939,339.2675,11511573599.0,True,,73,10787,89.0,11165.0
154,pg19,2,TP,large,0.02,32,512,1028,8,64,241.3129945449919,192.8819,11511573599.0,True,,79,7272,89.0,7802.0
155,pg19,2,DP,large,0.02,32,1024,1028,8,64,704.0228960819535,616.037,11511573599.0,True,,96,9871,85.0,9726.0
156,pg19,2,TP,large,0.02,32,1024,1028,8,64,435.62403658484016,436.2591,11511573599.0,True,,87,10124,85.0,9308.0
157,pg19,2,DP,large,0.02,64,128,1028,8,64,168.8415907660874,151.4119,11511573599.0,True,,67,14817,95.0,15091.0
158,pg19,2,TP,large,0.02,64,128,1028,8,64,118.7639805842021,112.5837,11511573599.0,True,,83,17591,96.0,17947.0
159,pg19,2,DP,large,0.02,64,512,1028,8,64,626.2165952481995,553.2698,11511573599.0,True,,86,18742,106.0,17777.0
160,pg19,2,TP,large,0.02,64,512,1028,8,64,455.757851582222,502.7102,11511573599.0,True,,83,15906,87.0,14332.0
161,pg19,2,DP,large,0.02,64,1024,1028,8,64,939.1004244932528,1029.2598,11511573599.0,True,,101,17733,95.0,17945.0
162,pg19,2,TP,large,0.02,64,1024,1028,8,64,923.2503626057603,652.4528,11511573599.0,True,,90,15081,94.0,17728.0
163,wiki40b,1,SingleGPU,small,0.02,16,128,256,2,16,124.20260541264574,3.8107,10473052983.0,True,,97,1743,,
164,wiki40b,1,SingleGPU,small,0.02,16,512,256,2,16,25.856644545884624,14.4618,10473052983.0,True,,93,1868,,
165,wiki40b,1,SingleGPU,small,0.02,16,1024,256,2,16,34.052459432169556,28.6349,10473052983.0,True,,70,1978,,
166,wiki40b,1,SingleGPU,small,0.02,32,128,256,2,16,19.655692801062653,6.2165,10473052983.0,True,,82,3765,,
167,wiki40b,1,SingleGPU,small,0.02,32,512,256,2,16,33.87891096833752,23.9344,10473052983.0,True,,89,3681,,
168,wiki40b,1,SingleGPU,small,0.02,32,1024,256,2,16,54.347395210778686,45.4309,10473052983.0,True,,80,3690,,
169,wiki40b,1,SingleGPU,small,0.02,64,128,256,2,16,24.930092323787957,11.2167,10473052983.0,True,,81,5962,,
170,wiki40b,1,SingleGPU,small,0.02,64,512,256,2,16,53.32225106780755,46.1816,10473052983.0,True,,114,6165,,
171,wiki40b,1,SingleGPU,small,0.02,64,1024,256,2,16,107.88039066629072,97.0807,10473052983.0,True,,100,7264,,
172,wiki40b,1,SingleGPU,base,0.02,16,128,512,4,32,22.441494337706395,9.9788,10473052983.0,True,,103,3341,,
173,wiki40b,1,SingleGPU,base,0.02,16,512,512,4,32,56.910464742485914,37.824,10473052983.0,True,,107,3070,,
174,wiki40b,1,SingleGPU,base,0.02,16,1024,512,4,32,85.25961878216296,66.7356,10473052983.0,True,,92,2980,,
175,wiki40b,1,SingleGPU,base,0.02,32,128,512,4,32,29.518559979635672,15.125,10473052983.0,True,,86,5144,,
176,wiki40b,1,SingleGPU,base,0.02,32,512,512,4,32,78.48146921540611,68.4799,10473052983.0,True,,84,4596,,
177,wiki40b,1,SingleGPU,base,0.02,32,1024,512,4,32,150.4403063395556,123.4292,10473052983.0,True,,94,5050,,
178,wiki40b,1,SingleGPU,base,0.02,64,128,512,4,32,43.49711462419769,32.856,10473052983.0,True,,103,8912,,
179,wiki40b,1,SingleGPU,base,0.02,64,512,512,4,32,137.7711271844966,141.3088,10473052983.0,True,,93,8612,,
180,wiki40b,1,SingleGPU,base,0.02,64,1024,512,4,32,248.0967759919779,255.9401,10473052983.0,True,,78,8018,,
181,wiki40b,1,SingleGPU,large,0.02,16,128,1028,8,64,51.869401259430205,44.5914,10473052983.0,True,,81,7288,,
182,wiki40b,1,SingleGPU,large,0.02,16,512,1028,8,64,182.66214804554718,145.8973,10473052983.0,True,,99,6599,,
183,wiki40b,1,SingleGPU,large,0.02,16,1024,1028,8,64,320.6035165526067,336.0663,10473052983.0,True,,80,7260,,
184,wiki40b,1,SingleGPU,large,0.02,32,128,1028,8,64,78.8908854706469,63.7955,10473052983.0,True,,102,8212,,
185,wiki40b,1,SingleGPU,large,0.02,32,512,1028,8,64,334.8302693415829,335.2646,10473052983.0,True,,87,9179,,
186,wiki40b,1,SingleGPU,large,0.02,32,1024,1028,8,64,534.5303660537678,710.2508,10473052983.0,True,,89,10352,,
187,wiki40b,1,SingleGPU,large,0.02,64,128,1028,8,64,141.71775568350006,132.7408,10473052983.0,True,,93,13790,,
188,wiki40b,1,SingleGPU,large,0.02,64,512,1028,8,64,691.210127051969,569.288,10473052983.0,True,,88,17054,,
189,wiki40b,1,SingleGPU,large,0.02,64,1024,1028,8,64,1112.2181523034026,1273.2762,10473052983.0,True,,78,15721,,
190,wiki40b,2,DP,small,0.02,16,128,256,2,16,204.6334731848363,5.2966,10473052983.0,True,,93,2070,77.0,1898.0
191,wiki40b,2,TP,small,0.02,16,128,256,2,16,179.4498897866616,12.0097,10473052983.0,True,,45,2605,107.0,2453.0
192,wiki40b,2,DP,small,0.02,16,512,256,2,16,31.629893789847912,17.5844,10473052983.0,True,,100,2398,79.0,2358.0
193,wiki40b,2,TP,small,0.02,16,512,256,2,16,66.10825391047456,47.2922,10473052983.0,True,,79,2909,80.0,2789.0
194,wiki40b,2,DP,small,0.02,16,1024,256,2,16,57.4875636913253,32.2024,10473052983.0,True,,92,2393,95.0,2646.0
195,wiki40b,2,TP,small,0.02,16,1024,256,2,16,121.31079545918614,81.1336,10473052983.0,True,,52,2447,71.0,2446.0
196,wiki40b,2,DP,small,0.02,32,128,256,2,16,25.321589398117723,7.1574,10473052983.0,True,,89,4050,89.0,4382.0
197,wiki40b,2,TP,small,0.02,32,128,256,2,16,39.13674083915408,12.1577,10473052983.0,True,,95,5579,81.0,5383.0
198,wiki40b,2,DP,small,0.02,32,512,256,2,16,42.849511277618895,28.0767,10473052983.0,True,,101,3900,89.0,3527.0
199,wiki40b,2,TP,small,0.02,32,512,256,2,16,63.46998471538617,51.5745,10473052983.0,True,,95,4456,108.0,4770.0
200,wiki40b,2,DP,small,0.02,32,1024,256,2,16,65.22586973680777,51.3053,10473052983.0,True,,79,4403,89.0,4046.0
201,wiki40b,2,TP,small,0.02,32,1024,256,2,16,95.95038638658148,78.6814,10473052983.0,True,,85,5106,79.0,4317.0
202,wiki40b,2,DP,small,0.02,64,128,256,2,16,33.711118448641976,11.5835,10473052983.0,True,,103,6808,101.0,7730.0
203,wiki40b,2,TP,small,0.02,64,128,256,2,16,35.138726283652055,18.2328,10473052983.0,True,,78,8495,95.0,9593.0
204,wiki40b,2,DP,small,0.02,64,512,256,2,16,55.89526726463683,50.9258,10473052983.0,True,,84,6611,96.0,6117.0
205,wiki40b,2,TP,small,0.02,64,512,256,2,16,89.11499266753052,61.7716,10473052983.0,True,,80,10109,90.0,8035.0
206,wiki40b,2,DP,small,0.02,64,1024,256,2,16,99.19075699350789,94.3013,10473052983.0,True,,88,4715,94.0,6154.0
207,wiki40b,2,TP,small,0.02,64,1024,256,2,16,163.00083143618517,141.7263,10473052983.0,True,,81,10054,88.0,9283.0
208,wiki40b,2,DP,base,0.02,16,128,512,4,32,32.244384766430166,10.3902,10473052983.0,True,,86,3175,89.0,3194.0
209,wiki40b,2,TP,base,0.02,16,128,512,4,32,40.56567564305419,21.7277,10473052983.0,True,,83,2918,56.0,3361.0
210,wiki40b,2,DP,base,0.02,16,512,512,4,32,58.72547487500959,42.398,10473052983.0,True,,86,3371,82.0,3149.0
211,wiki40b,2,TP,base,0.02,16,512,512,4,32,99.2730816713115,73.9952,10473052983.0,True,,82,2577,81.0,3019.0
